,Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
346,2010,Love & Other Drugs,136.85,4120,average,"Drama, Comedy, Romance"
347,2022,The King's Daughter,136.82,353,popular,"Fantasy, Drama, Romance, History"
348,2018,Deadpool 2,136.3,14395,popular,"Action, Comedy, Adventure"
349,2017,The Fate of the Furious,136.14,8785,average,"Action, Crime, Thriller"
350,2008,Hancock,135.89,7944,below_avg,"Fantasy, Action"
351,2014,The Hunger Games: Mockingjay - Part 1,135.46,13384,average,"Science Fiction, Adventure, Thriller"
352,1994,Dragon Ball Z: Broly – Second Coming,135.18,503,average,"Animation, Action, Science Fiction"
353,2013,The Conjuring,134.74,9169,popular,"Horror, Thriller"
354,2021,Sweet & Sour,134.71,82,popular,"Comedy, Romance"
355,2021,The Belly of the Sea,134.63,2,not_popular,Drama
356,2020,Grisaia: Phantom Trigger The Animation,134.44,2,not_popular,"Action, Animation"
357,2016,Fantastic Beasts and Where to Find Them,133.61,16206,popular,"Adventure, Fantasy"
358,2013,World War Z,133.44,12838,average,"Action, Drama, Horror, Science Fiction, Thriller"
359,2021,"Barbie: Big City, Big Dreams",133.01,107,popular,"Animation, Music, Family"
360,2021,Teen Titans Go! See Space Jam,132.88,167,average,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
361,2021,Jolt,132.82,879,average,"Action, Comedy"
362,2020,Once Upon a Snowman,132.55,416,average,"Animation, Family, Comedy, Fantasy"
363,2021,Outlaws,131.36,122,average,Crime
364,2021,Mortal Kombat Legends: Battle of the Realms,131.35,233,popular,"Animation, Action, Fantasy"
365,2021,Rogue Hostage,131.34,118,below_avg,"Action, Thriller"
366,2018,Fifty Shades Freed,131.19,6769,average,"Drama, Romance"
367,2020,Jiu Jitsu,131.14,469,not_popular,"Action, Science Fiction, Fantasy"
368,2009,Crank: High Voltage,130.42,2199,below_avg,"Action, Thriller, Crime"
369,2001,The Lord of the Rings: The Fellowship of the Ring,129.85,20602,popular,"Adventure, Fantasy, Action"
370,1998,Mulan,129.34,7900,popular,"Animation, Family, Adventure"
371,2011,Thor,129.24,17866,average,"Adventure, Fantasy, Action"
372,2008,Sex and the City,128.78,1763,average,"Comedy, Drama, Romance"
373,2021,Masquerade,128.41,56,below_avg,Thriller
374,1989,The Little Mermaid,128.23,6347,popular,"Animation, Family, Fantasy"
375,2021,More the Merrier,128.13,258,average,"Comedy, Romance"
376,2021,The Exorcism of Carmen Farias,127.86,82,below_avg,Horror
377,2016,Train to Busan,127.76,5492,popular,"Action, Horror, Thriller"
378,2013,Frozen,127.51,14043,popular,"Animation, Family, Adventure, Fantasy"
379,2012,Naruto Shippuden the Movie: Road to Ninja,127.29,654,popular,"Animation, Fantasy, Action"
380,2010,Inception,127.13,31077,popular,"Action, Science Fiction, Adventure"
381,2021,Girl in the Basement,127.07,344,popular,"Crime, Thriller"
382,2009,The Proposal,126.98,5314,average,"Comedy, Romance, Drama"
383,2020,Goblin Slayer: Goblin's Crown,126.91,159,popular,"Animation, Adventure, Action, Fantasy"
384,1950,Cinderella,126.86,5560,average,"Family, Fantasy, Animation, Romance"
385,2021,El amarre,126.6,65,average,Horror
386,2009,The Hangover,126.26,14245,popular,Comedy
387,2005,Charlie and the Chocolate Factory,125.5,12320,average,"Adventure, Comedy, Family, Fantasy"
388,2018,Jurassic World: Fallen Kingdom,125.44,9639,average,"Action, Adventure, Science Fiction"
389,2017,John Wick: Chapter 2,125.06,9982,popular,"Thriller, Action, Crime"
390,2021,Mamá o papá,124.71,100,popular,"Comedy, Family"
391,2019,Toy Story 4,124.41,7817,popular,"Family, Adventure, Animation, Comedy, Fantasy, Drama"
392,2008,Twilight,124.22,11347,below_avg,"Fantasy, Drama, Romance"
393,2014,Kingsman: The Secret Service,124.14,14125,popular,"Crime, Comedy, Action, Adventure"
394,2021,The Unforgivable,123.8,1185,popular,"Drama, Crime"
395,2013,Pacific Rim,123.37,10377,average,"Action, Science Fiction, Adventure"
396,2020,PAW Patrol: Jet To The Rescue,123.36,131,average,"Family, Animation"
397,1997,Titanic,123.01,20674,popular,"Drama, Romance"
398,2012,The Hobbit: An Unexpected Journey,122.88,15731,popular,"Adventure, Fantasy, Action"
399,2016,The Conjuring 2,122.75,6649,popular,"Horror, Thriller"
400,2022,Four to Dinner,122.57,167,below_avg,"Comedy, Romance"
401,2016,Jack Reacher: Never Go Back,122.3,3914,not_popular,"Action, Thriller"
403,2021,Bordertown: The Mural Murders,122.04,44,average,Crime
404,2021,The Misfits,121.91,223,not_popular,"Action, Thriller"
405,2021,Awake,121.73,796,below_avg,"Drama, Science Fiction, Thriller"
406,2021,Dhamaka,121.72,52,popular,"Thriller, Drama, Crime"
407,1999,Fight Club,121.65,23620,popular,Drama
408,2019,The Lion King,121.53,8292,average,"Adventure, Family, Animation"
409,2021,Malignant,121.06,1324,average,"Thriller, Horror, Mystery"
410,2010,The Karate Kid,120.97,4848,below_avg,"Action, Adventure, Drama, Family"
412,2022,¡Qué Despadre!,120.69,2,not_popular,"Comedy, Family, Romance"
413,2021,Wrong Turn,120.35,687,below_avg,"Horror, Thriller"
415,2018,Black Panther,119.66,18737,popular,"Action, Adventure, Science Fiction"
416,2016,A Silent Voice: The Movie,119.62,2828,popular,"Animation, Drama"
417,2003,Finding Nemo,119.62,16104,popular,"Animation, Family"
418,2014,Taken 3,119.38,4792,below_avg,"Thriller, Action"
419,2003,The Lord of the Rings: The Return of the King,118.61,19183,popular,"Adventure, Fantasy, Action"
420,2003,The Texas Chainsaw Massacre,118.58,2019,below_avg,Horror
421,2021,Vivo,118.09,496,popular,"Animation, Family, Comedy"
422,2020,Batman: Death in the Family,118.04,312,popular,"Animation, Action"
423,2019,Weathering with You,117.82,1374,popular,"Animation, Drama, Fantasy, Romance"
424,2004,The Incredibles,117.48,14931,popular,"Action, Adventure, Animation, Family"
425,2021,Coming 2 America,117.43,1738,average,Comedy
426,2021,Spoiled Brats,117.34,252,below_avg,Comedy
427,2008,Iron Man,117.14,22335,popular,"Action, Science Fiction, Adventure"
428,2021,Plan A,117.01,38,below_avg,Thriller
429,2021,Escape Room: Tournament of Champions,116.75,1029,average,"Horror, Thriller, Mystery"
430,1997,Batman & Robin,116.71,4044,not_popular,"Science Fiction, Action, Fantasy"
431,2012,Abraham Lincoln: Vampire Hunter,116.62,2728,not_popular,"Action, Fantasy, Horror"
432,2015,Jurassic World,116.39,17741,average,"Action, Adventure, Science Fiction, Thriller"
433,2017,After Porn Ends 2,116.26,192,not_popular,Documentary
434,2021,Rurouni Kenshin: The Final,116.22,297,popular,"Action, Adventure, Drama"
435,2011,Naruto Shippuden the Movie: Blood Prison,115.71,345,popular,"Thriller, Animation, Action, Comedy, Horror, Mystery"
436,2021,The Trip,115.37,284,average,"Action, Comedy, Thriller, Horror"
437,2010,Grown Ups,115.0,4837,below_avg,Comedy
438,1994,Dragon Ball Z: Bio-Broly,114.95,396,not_popular,"Animation, Action, Science Fiction"
439,2017,Pirates of the Caribbean: Dead Men Tell No Tales,114.95,9959,average,"Adventure, Action, Fantasy"
440,2009,Ice Age: Dawn of the Dinosaurs,114.81,6793,average,"Animation, Comedy, Family, Adventure"
441,2021,The Penitent Thief,114.26,5,not_popular,Drama
442,2020,Pokémon the Movie: Secrets of the Jungle,114.22,81,popular,"Animation, Adventure"
443,2002,Scooby-Doo,113.87,3484,below_avg,"Mystery, Adventure, Comedy"
444,2010,Tangled,113.83,9239,popular,"Animation, Family"
445,2013,Iron Man 3,113.81,19150,average,"Action, Adventure, Science Fiction"
446,2010,The Last Airbender,113.33,3231,not_popular,"Action, Adventure, Fantasy"
447,2021,Catch the Bullet,113.26,80,not_popular,"Western, Action"
448,2019,Jumanji: The Next Level,112.89,6753,average,"Adventure, Comedy, Fantasy"
449,2017,Fifty Shades Darker,112.43,6623,below_avg,"Drama, Romance"
450,2021,The Loud House Movie,112.42,109,popular,"Animation, Family, Comedy, Music, Fantasy"
451,2020,The Secret to Be Told: Relationship With My Aunt,112.23,3,popular,"Drama, Romance"
452,2021,This Is Not a Comedy,111.68,52,below_avg,"Drama, Comedy"
453,2021,Fear Street: 1994,111.63,1429,average,"Horror, Mystery"
454,2017,Justice League,111.6,11180,below_avg,"Action, Adventure, Fantasy, Science Fiction"
455,2018,Incredibles 2,111.55,10773,popular,"Action, Adventure, Animation, Family"
456,2018,Ready Player One,111.44,12634,popular,"Science Fiction, Adventure, Action"
458,2021,Snoopy Presents: For Auld Lang Syne,111.03,64,popular,"Animation, Family"
459,2000,Scary Movie,111.03,5378,below_avg,Comedy
460,2021,No One Gets Out Alive,110.9,327,below_avg,"Horror, Thriller, Mystery"
461,2014,Interstellar,110.53,27975,popular,"Adventure, Drama, Science Fiction"
462,2017,The Lego Batman Movie,110.4,4010,popular,"Animation, Family, Action, Comedy, Science Fiction, Fantasy"
463,2019,Pokémon Detective Pikachu,110.21,5476,average,"Action, Adventure, Fantasy"
464,2021,Kate,110.15,969,average,Action
465,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",110.09,8455,average,"Adventure, Family, Fantasy"
466,1998,The Parent Trap,109.75,3211,average,"Comedy, Family"
467,1991,Beauty and the Beast,109.65,8280,popular,"Romance, Family, Animation, Fantasy"
468,2019,The Pilgrim's Progress,109.49,66,popular,"Animation, Adventure"
469,2013,Thor: The Dark World,109.34,14571,average,"Action, Adventure, Fantasy"
470,1997,Dragon Ball GT: A Hero's Legacy,109.31,229,average,"Animation, Family, Fantasy"
471,2007,The Simpsons Movie,109.23,6645,average,"Animation, Comedy, Family"
472,2019,John Wick: Chapter 3 - Parabellum,109.15,7720,popular,"Action, Thriller, Crime"
473,2017,Logan,109.11,16559,popular,"Action, Drama, Science Fiction"
474,2014,Transformers: Age of Extinction,109.01,6593,not_popular,"Science Fiction, Action, Adventure"
475,2015,Inside Out,108.82,17586,popular,"Animation, Family, Adventure, Drama, Comedy"
476,2020,Bad Boys for Life,108.69,6892,popular,"Thriller, Action, Crime"
477,2021,Voyagers,108.49,465,below_avg,"Science Fiction, Thriller"
478,2015,Terminator Genisys,108.49,7089,not_popular,"Science Fiction, Action, Thriller, Adventure"
479,2002,The Lord of the Rings: The Two Towers,108.47,17817,popular,"Adventure, Fantasy, Action"
480,2019,Parasite,108.44,13240,popular,"Comedy, Thriller, Drama"
481,2021,The Many Saints of Newark,108.36,340,average,"Crime, Drama"
482,2016,Central Intelligence,108.33,4780,below_avg,"Action, Comedy, Mystery, Crime"
483,2009,Up,108.18,16894,popular,"Animation, Comedy, Family, Adventure"
484,2009,Law Abiding Citizen,107.99,3923,popular,"Drama, Crime, Thriller"
485,2010,The Expendables,107.73,6399,below_avg,"Thriller, Adventure, Action"
486,2021,Fear Street: 1978,107.44,1165,popular,"Horror, Mystery"
487,2020,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),107.38,8601,average,"Action, Crime"
488,2021,David and the Elves,107.31,61,below_avg,"Family, Fantasy, Comedy"
489,2010,Predators,107.18,3105,below_avg,"Science Fiction, Action, Thriller"
490,2021,Body Brokers,106.64,56,below_avg,"Thriller, Crime"
491,2020,Skylines,106.54,409,not_popular,"Science Fiction, Action"
492,2022,Fresh,106.51,86,average,"Horror, Thriller"
493,2016,Porn to Be Free,106.51,67,not_popular,Documentary
494,2020,Solitary,106.35,68,not_popular,Science Fiction
495,2021,Spiral: From the Book of Saw,106.34,1148,below_avg,"Horror, Crime, Mystery"
496,2017,Kingsman: The Golden Circle,106.09,8450,average,"Action, Adventure, Comedy, Crime, Thriller"
497,2021,22 vs. Earth,105.63,265,average,"Family, Comedy, Fantasy, Animation"
498,2015,Furious 7,105.48,8973,popular,"Action, Thriller, Crime, Adventure"
499,2017,Guardians of the Galaxy Vol. 2,105.42,17970,popular,"Adventure, Action, Science Fiction"
500,2010,Toy Story 3,105.38,12273,popular,"Animation, Family, Comedy"
501,2021,Caged,105.32,49,below_avg,"Thriller, Horror"
502,2020,Honest Thief,104.93,1242,below_avg,"Thriller, Action, Crime, Drama"
503,2011,Battle: Los Angeles,104.87,2825,not_popular,"Science Fiction, Action"
504,2008,Ponyo,104.5,3129,popular,"Animation, Fantasy, Family"
505,2001,Spirited Away,104.22,12531,popular,"Animation, Family, Fantasy"
506,2017,Beauty and the Beast,104.09,13992,average,"Family, Fantasy, Romance"
507,2020,Night in Paradise,104.05,165,average,"Crime, Drama, Thriller, Action"
508,1991,Dragon Ball Z: Cooler's Revenge,103.92,464,average,"Action, Animation, Science Fiction"
509,2019,No Manches Frida 2,103.79,672,popular,Comedy
510,2021,Please Enlighten Me,103.59,1,not_popular,Romance
511,1937,Snow White and the Seven Dwarfs,103.38,6091,average,"Fantasy, Animation, Family"
512,2017,Pokémon the Movie: I Choose You!,103.35,498,average,"Family, Animation, Adventure, Fantasy"
513,2019,Captain Marvel,103.29,12761,average,"Action, Adventure, Science Fiction"
514,2012,The Twilight Saga: Breaking Dawn - Part 2,103.27,7541,below_avg,"Adventure, Fantasy, Drama, Romance"
515,2019,Maleficent: Mistress of Evil,103.27,4954,popular,"Family, Fantasy, Adventure"
516,2013,Grown Ups 2,103.04,3365,below_avg,Comedy
517,2010,The Town,102.88,3954,popular,"Crime, Drama, Thriller"
518,2016,Zootopia,102.55,13728,popular,"Animation, Adventure, Family, Comedy"
519,2021,Extinct,102.5,81,below_avg,"Animation, Comedy, Family, Adventure"
520,2008,Zack and Miri Make a Porno,102.38,1837,below_avg,Comedy
521,2021,Fatherhood,102.31,975,popular,"Drama, Family, Comedy"
522,2021,Trigger Point,102.31,101,below_avg,"Action, Thriller"
523,2013,The Hobbit: The Desolation of Smaug,102.27,10829,popular,"Fantasy, Adventure, Action"
524,2012,Ice Age: Continental Drift,102.03,6319,below_avg,"Animation, Comedy, Adventure, Family"
525,2019,Aquaslash,101.98,97,not_popular,"Horror, Comedy"
526,2013,Man of Steel,101.76,12934,average,"Action, Adventure, Fantasy, Science Fiction"
527,2021,Outside the Wire,101.73,1416,below_avg,"Thriller, Action, Science Fiction"
528,2006,The Texas Chainsaw Massacre: The Beginning,101.64,1352,below_avg,"Horror, Thriller"
529,2022,Munich: The Edge of War,101.56,247,average,"Drama, History"
530,2007,Shrek the Third,101.51,7247,below_avg,"Fantasy, Adventure, Animation, Comedy, Family"
531,2009,Terminator Salvation,101.45,5294,below_avg,"Action, Science Fiction, Thriller"
532,2017,Call Me by Your Name,101.41,10026,popular,"Romance, Drama"
533,2020,We Can Be Heroes,101.41,582,below_avg,"Action, Fantasy, Family, Comedy"
534,2015,Southpaw,101.2,4644,popular,"Action, Drama"
535,2014,Penguins of Madagascar,101.14,3392,below_avg,"Family, Animation, Adventure, Comedy"
536,2019,Red Shoes and the Seven Dwarfs,101.06,839,popular,"Animation, Romance, Family"
537,2015,San Andreas,101.04,7077,below_avg,"Action, Drama, Thriller"
538,2012,John Carter,101.03,4641,below_avg,"Action, Adventure, Science Fiction"
539,2002,Spirit: Stallion of the Cimarron,100.86,3753,popular,"Western, Animation, Adventure, Comedy, Family, Drama"
540,2009,American Pie Presents: The Book of Love,100.82,1441,not_popular,Comedy
541,1990,Dragon Ball Z: The Tree of Might,100.71,408,below_avg,"Action, Animation, Science Fiction"
542,2021,The Kissing Booth 3,100.6,1351,popular,"Romance, Comedy"
543,2021,The Courier,100.55,635,average,"Thriller, History, Drama"
544,2020,Given,100.21,301,popular,"Animation, Drama, Music, Romance"
545,2011,The Twilight Saga: Breaking Dawn - Part 1,100.16,7428,below_avg,"Adventure, Fantasy, Romance"
546,2022,Into the Wind,100.12,27,not_popular,"Comedy, Drama, Romance"
547,2014,Maleficent,100.04,11488,average,"Fantasy, Adventure, Action, Family, Romance"
548,2011,Just Go with It,100.04,4605,average,"Comedy, Romance"
549,2004,White Chicks,99.86,2851,average,"Comedy, Crime"
550,2016,13 Hours: The Secret Soldiers of Benghazi,99.72,2734,popular,"War, Action, History, Thriller, Drama"
551,2014,Sex Tape,99.54,3582,not_popular,Comedy
552,2015,Maze Runner: The Scorch Trials,99.33,8738,average,"Science Fiction, Action, Thriller, Adventure"
553,2005,Corpse Bride,99.31,7006,popular,"Romance, Fantasy, Animation"
554,2020,Psycho-Pass 3: First Inspector,99.27,56,popular,"Science Fiction, Action, Crime, Animation"
555,2021,Palmer,98.99,738,popular,Drama
556,2021,Below Zero,98.93,716,below_avg,"Action, Crime, Thriller"
557,2016,Me Before You,98.85,9879,popular,"Drama, Romance"
558,2021,Beckett,98.8,469,below_avg,"Crime, Mystery, Thriller"
559,2021,"Batman: The Long Halloween, Part Two",98.74,272,popular,"Animation, Mystery, Action, Crime"
560,2011,Ghost Rider: Spirit of Vengeance,98.68,3060,not_popular,"Action, Fantasy, Thriller"
561,2019,Shazam!,98.6,7383,average,"Action, Comedy, Fantasy"
562,2012,I Want You,98.57,1489,popular,"Drama, Romance"
563,2010,Clash of the Titans,98.52,5230,not_popular,"Adventure, Fantasy, Action"
564,2009,Wrong Turn 3: Left for Dead,98.51,822,not_popular,"Horror, Thriller"
565,2016,X-Men: Apocalypse,98.47,11110,below_avg,"Action, Adventure, Science Fiction, Fantasy"
566,2020,Tenet,98.39,6826,popular,"Action, Thriller, Science Fiction"
567,2009,Cirque du Freak: The Vampire's Assistant,98.29,869,not_popular,"Adventure, Fantasy, Action, Thriller"
568,2021,Grudge,98.25,41,below_avg,Thriller
569,2021,Next-Door Nightmare,98.19,6,below_avg,"Thriller, TV Movie, Drama"
570,2021,Trollhunters: Rise of the Titans,98.17,228,popular,"Animation, Fantasy, Family, Action, Adventure"
571,2006,Ice Age: The Meltdown,98.16,8171,average,"Animation, Family, Comedy, Adventure"
572,1999,The Matrix,98.07,21182,popular,"Action, Science Fiction"
573,2018,The Meg,98.05,5739,below_avg,"Action, Science Fiction, Horror"
574,1993,Dragon Ball Z: Bojack Unbound,97.95,402,average,"Action, Animation, Science Fiction"
575,2018,Ralph Breaks the Internet,97.58,6100,popular,"Family, Animation, Comedy, Adventure"
576,2006,Cars,97.11,11412,average,"Animation, Adventure, Comedy, Family"
577,2016,Hidden Figures,96.61,7565,popular,"Drama, History"
578,2012,Ted,96.57,10437,below_avg,"Comedy, Fantasy"
579,2021,The 8th Night,96.33,66,below_avg,"Mystery, Thriller, Horror"
580,2010,Prince of Persia: The Sands of Time,96.16,5725,below_avg,"Adventure, Fantasy, Action"
581,2015,Creed,96.0,5847,popular,Drama
582,2011,Captain America: The First Avenger,95.55,18257,average,"Action, Adventure, Science Fiction"
583,2012,Brave,95.27,11353,average,"Animation, Adventure, Comedy, Family, Action, Fantasy"
584,2005,Madagascar,95.06,8956,average,"Family, Animation, Adventure, Comedy"
585,2021,Chaos Walking,95.01,1632,average,Science Fiction
586,1992,Dragon Ball Z: Super Android 13!,94.91,373,average,"Action, Animation, Science Fiction"
587,2020,Life in a Year,94.85,962,popular,"Drama, Romance"
588,2012,Wreck-It Ralph,94.72,10488,popular,"Family, Animation, Comedy, Adventure"
589,2016,Yu-Gi-Oh!: The Dark Side of Dimensions,94.63,262,popular,"Adventure, Animation"
590,2021,Come Play With Me,94.6,145,average,Horror
591,2010,Naruto Shippuden the Movie: The Lost Tower,94.56,291,average,"Adventure, Action, Animation"
592,2014,Dawn of the Planet of the Apes,94.55,9345,popular,"Science Fiction, Action, Drama, Thriller"
593,2014,Need for Speed,94.49,3532,below_avg,"Action, Crime, Drama, Thriller"
594,2008,Batman Tech,94.35,13,popular,Documentary
595,2009,Public Enemies,94.34,3597,average,"Action, Crime"
596,2011,In Time,94.27,9360,average,"Action, Thriller, Science Fiction"
597,2021,Rock Dog 2: Rock Around the Park,94.25,68,average,"Animation, Comedy, Music, Family"
